Files already downloaded and verified
Files already downloaded and verified
prune rate 0.5 regularization odecay 0.9
valid 20 ====> Acc@1 44.600 Acc@5 90.470
train 21 ====> Acc@1 46.400 Acc@5 92.374
sparsity 21 ====> 48.96% || num_zero/num_total: 418983/855770
valid 21 ====> Acc@1 46.440 Acc@5 92.920
train 22 ====> Acc@1 47.482 Acc@5 92.686
sparsity 22 ====> 48.94% || num_zero/num_total: 418839/855770
valid 22 ====> Acc@1 43.290 Acc@5 89.160
train 23 ====> Acc@1 48.310 Acc@5 93.126
sparsity 23 ====> 48.94% || num_zero/num_total: 418839/855770
valid 23 ====> Acc@1 41.840 Acc@5 87.820
train 24 ====> Acc@1 48.312 Acc@5 93.112
sparsity 24 ====> 48.91% || num_zero/num_total: 418551/855770
valid 24 ====> Acc@1 47.790 Acc@5 92.130
train 25 ====> Acc@1 49.472 Acc@5 93.436
sparsity 25 ====> 48.91% || num_zero/num_total: 418551/855770
valid 25 ====> Acc@1 46.250 Acc@5 93.100
train 26 ====> Acc@1 50.134 Acc@5 93.636
sparsity 26 ====> 48.84% || num_zero/num_total: 417975/855770
valid 26 ====> Acc@1 37.700 Acc@5 87.600
train 27 ====> Acc@1 49.942 Acc@5 93.398
sparsity 27 ====> 49.85% || num_zero/num_total: 426615/855770
valid 27 ====> Acc@1 31.550 Acc@5 82.610
train 28 ====> Acc@1 50.966 Acc@5 93.658
sparsity 28 ====> 49.92% || num_zero/num_total: 427191/855770
valid 28 ====> Acc@1 50.230 Acc@5 93.420
train 29 ====> Acc@1 51.184 Acc@5 93.798
sparsity 29 ====> 49.94% || num_zero/num_total: 427335/855770
valid 29 ====> Acc@1 44.100 Acc@5 90.650
train 30 ====> Acc@1 51.432 Acc@5 93.986
sparsity 30 ====> 49.97% || num_zero/num_total: 427623/855770
valid 30 ====> Acc@1 41.300 Acc@5 89.170
train 31 ====> Acc@1 52.230 Acc@5 94.176
sparsity 31 ====> 49.94% || num_zero/num_total: 427335/855770
valid 31 ====> Acc@1 46.240 Acc@5 92.140
train 32 ====> Acc@1 52.984 Acc@5 94.356
sparsity 32 ====> 49.94% || num_zero/num_total: 427335/855770
valid 32 ====> Acc@1 48.600 Acc@5 92.420
train 33 ====> Acc@1 52.832 Acc@5 94.438
sparsity 33 ====> 49.92% || num_zero/num_total: 427191/855770
valid 33 ====> Acc@1 46.850 Acc@5 92.640
train 34 ====> Acc@1 52.990 Acc@5 94.472
sparsity 34 ====> 49.85% || num_zero/num_total: 426615/855770
valid 34 ====> Acc@1 32.620 Acc@5 85.480
train 35 ====> Acc@1 54.146 Acc@5 94.394
sparsity 35 ====> 49.89% || num_zero/num_total: 426903/855770
valid 35 ====> Acc@1 41.910 Acc@5 90.580
train 36 ====> Acc@1 54.324 Acc@5 94.622
sparsity 36 ====> 49.83% || num_zero/num_total: 426471/855770
valid 36 ====> Acc@1 45.800 Acc@5 92.160
train 37 ====> Acc@1 55.314 Acc@5 94.726
sparsity 37 ====> 49.89% || num_zero/num_total: 426903/855770
valid 37 ====> Acc@1 43.870 Acc@5 89.840
train 38 ====> Acc@1 55.414 Acc@5 94.800
sparsity 38 ====> 49.75% || num_zero/num_total: 425783/855770
valid 38 ====> Acc@1 51.720 Acc@5 92.320
train 39 ====> Acc@1 56.342 Acc@5 95.020
sparsity 39 ====> 49.75% || num_zero/num_total: 425783/855770
valid 39 ====> Acc@1 48.660 Acc@5 92.940
train 40 ====> Acc@1 57.048 Acc@5 95.272
sparsity 40 ====> 49.75% || num_zero/num_total: 425783/855770
valid 40 ====> Acc@1 51.330 Acc@5 93.960
train 41 ====> Acc@1 57.526 Acc@5 95.326
sparsity 41 ====> 49.70% || num_zero/num_total: 425351/855770
valid 41 ====> Acc@1 51.930 Acc@5 93.860
train 42 ====> Acc@1 58.022 Acc@5 95.482
sparsity 42 ====> 49.74% || num_zero/num_total: 425639/855770
valid 42 ====> Acc@1 51.380 Acc@5 90.860
train 43 ====> Acc@1 57.718 Acc@5 95.438
sparsity 43 ====> 49.74% || num_zero/num_total: 425639/855770
valid 43 ====> Acc@1 56.420 Acc@5 95.140
train 44 ====> Acc@1 58.612 Acc@5 95.550
sparsity 44 ====> 49.67% || num_zero/num_total: 425063/855770
valid 44 ====> Acc@1 59.680 Acc@5 95.670
train 45 ====> Acc@1 58.968 Acc@5 95.754
sparsity 45 ====> 49.70% || num_zero/num_total: 425351/855770
valid 45 ====> Acc@1 60.390 Acc@5 96.100
train 46 ====> Acc@1 59.812 Acc@5 95.700
sparsity 46 ====> 49.70% || num_zero/num_total: 425351/855770
valid 46 ====> Acc@1 57.660 Acc@5 95.570
train 47 ====> Acc@1 59.886 Acc@5 95.980
sparsity 47 ====> 49.70% || num_zero/num_total: 425351/855770
valid 47 ====> Acc@1 51.500 Acc@5 92.610
train 48 ====> Acc@1 60.240 Acc@5 95.932
sparsity 48 ====> 49.70% || num_zero/num_total: 425351/855770
valid 48 ====> Acc@1 56.230 Acc@5 94.870
train 49 ====> Acc@1 60.560 Acc@5 96.038
sparsity 49 ====> 49.70% || num_zero/num_total: 425351/855770
valid 49 ====> Acc@1 55.260 Acc@5 94.860
train 50 ====> Acc@1 60.882 Acc@5 96.228
sparsity 50 ====> 49.70% || num_zero/num_total: 425351/855770
valid 50 ====> Acc@1 60.420 Acc@5 95.720
train 51 ====> Acc@1 61.550 Acc@5 96.208
sparsity 51 ====> 49.70% || num_zero/num_total: 425351/855770
valid 51 ====> Acc@1 59.760 Acc@5 95.780
train 52 ====> Acc@1 61.240 Acc@5 96.202
sparsity 52 ====> 49.70% || num_zero/num_total: 425351/855770
valid 52 ====> Acc@1 57.780 Acc@5 94.610
train 53 ====> Acc@1 61.932 Acc@5 96.386
sparsity 53 ====> 49.70% || num_zero/num_total: 425351/855770
valid 53 ====> Acc@1 49.500 Acc@5 93.610
train 54 ====> Acc@1 62.146 Acc@5 96.516
sparsity 54 ====> 49.70% || num_zero/num_total: 425351/855770
valid 54 ====> Acc@1 62.100 Acc@5 96.430
train 55 ====> Acc@1 62.504 Acc@5 96.460
sparsity 55 ====> 49.70% || num_zero/num_total: 425351/855770
valid 55 ====> Acc@1 56.310 Acc@5 94.580
train 56 ====> Acc@1 62.938 Acc@5 96.528
sparsity 56 ====> 49.70% || num_zero/num_total: 425351/855770
valid 56 ====> Acc@1 57.590 Acc@5 94.800
train 57 ====> Acc@1 63.372 Acc@5 96.658
sparsity 57 ====> 49.59% || num_zero/num_total: 424359/855770
valid 57 ====> Acc@1 50.620 Acc@5 94.600
train 58 ====> Acc@1 62.856 Acc@5 96.614
sparsity 58 ====> 49.64% || num_zero/num_total: 424791/855770
valid 58 ====> Acc@1 56.780 Acc@5 93.900
train 59 ====> Acc@1 63.800 Acc@5 96.602
sparsity 59 ====> 49.64% || num_zero/num_total: 424791/855770
valid 59 ====> Acc@1 57.650 Acc@5 95.730
train 60 ====> Acc@1 63.976 Acc@5 96.716
sparsity 60 ====> 49.64% || num_zero/num_total: 424791/855770
valid 60 ====> Acc@1 60.280 Acc@5 95.660
train 61 ====> Acc@1 64.102 Acc@5 96.854
sparsity 61 ====> 49.64% || num_zero/num_total: 424791/855770
valid 61 ====> Acc@1 49.680 Acc@5 92.770
train 62 ====> Acc@1 64.602 Acc@5 96.874
sparsity 62 ====> 49.64% || num_zero/num_total: 424791/855770
valid 62 ====> Acc@1 62.970 Acc@5 96.210
train 63 ====> Acc@1 64.374 Acc@5 96.850
sparsity 63 ====> 49.64% || num_zero/num_total: 424791/855770
valid 63 ====> Acc@1 60.010 Acc@5 95.530
train 64 ====> Acc@1 65.314 Acc@5 96.906
sparsity 64 ====> 49.60% || num_zero/num_total: 424503/855770
valid 64 ====> Acc@1 62.840 Acc@5 96.140
train 65 ====> Acc@1 65.400 Acc@5 96.952
sparsity 65 ====> 49.64% || num_zero/num_total: 424791/855770
valid 65 ====> Acc@1 60.780 Acc@5 95.390
train 66 ====> Acc@1 65.400 Acc@5 96.966
sparsity 66 ====> 49.60% || num_zero/num_total: 424503/855770
valid 66 ====> Acc@1 57.450 Acc@5 94.210
train 67 ====> Acc@1 65.718 Acc@5 97.118
sparsity 67 ====> 49.57% || num_zero/num_total: 424215/855770
valid 67 ====> Acc@1 61.820 Acc@5 95.520
train 68 ====> Acc@1 65.864 Acc@5 97.162
sparsity 68 ====> 49.57% || num_zero/num_total: 424215/855770
valid 68 ====> Acc@1 59.240 Acc@5 95.510
train 69 ====> Acc@1 66.730 Acc@5 97.236
sparsity 69 ====> 49.57% || num_zero/num_total: 424215/855770
valid 69 ====> Acc@1 59.800 Acc@5 96.060
train 70 ====> Acc@1 66.196 Acc@5 97.266
sparsity 70 ====> 49.57% || num_zero/num_total: 424215/855770
valid 70 ====> Acc@1 62.230 Acc@5 96.710
train 71 ====> Acc@1 66.752 Acc@5 97.310
sparsity 71 ====> 49.57% || num_zero/num_total: 424215/855770
valid 71 ====> Acc@1 62.760 Acc@5 96.530
train 72 ====> Acc@1 67.058 Acc@5 97.312
sparsity 72 ====> 49.57% || num_zero/num_total: 424215/855770
valid 72 ====> Acc@1 59.490 Acc@5 96.300
train 73 ====> Acc@1 67.386 Acc@5 97.400
sparsity 73 ====> 49.51% || num_zero/num_total: 423671/855770
valid 73 ====> Acc@1 62.200 Acc@5 96.210
train 74 ====> Acc@1 67.606 Acc@5 97.448
sparsity 74 ====> 49.51% || num_zero/num_total: 423671/855770
valid 74 ====> Acc@1 64.970 Acc@5 96.400
train 75 ====> Acc@1 67.678 Acc@5 97.456
sparsity 75 ====> 49.51% || num_zero/num_total: 423671/855770
valid 75 ====> Acc@1 61.180 Acc@5 96.610
train 76 ====> Acc@1 68.036 Acc@5 97.472
sparsity 76 ====> 49.51% || num_zero/num_total: 423671/855770
valid 76 ====> Acc@1 51.610 Acc@5 88.730
train 77 ====> Acc@1 68.726 Acc@5 97.568
sparsity 77 ====> 49.51% || num_zero/num_total: 423671/855770
valid 77 ====> Acc@1 63.690 Acc@5 96.830
train 78 ====> Acc@1 68.460 Acc@5 97.628
sparsity 78 ====> 49.51% || num_zero/num_total: 423671/855770
valid 78 ====> Acc@1 63.550 Acc@5 96.460
train 79 ====> Acc@1 68.690 Acc@5 97.712
sparsity 79 ====> 49.51% || num_zero/num_total: 423671/855770
valid 79 ====> Acc@1 56.920 Acc@5 95.320
train 80 ====> Acc@1 69.108 Acc@5 97.696
sparsity 80 ====> 49.51% || num_zero/num_total: 423671/855770
valid 80 ====> Acc@1 58.450 Acc@5 93.620
train 81 ====> Acc@1 69.374 Acc@5 97.662
sparsity 81 ====> 49.51% || num_zero/num_total: 423671/855770
valid 81 ====> Acc@1 56.560 Acc@5 93.990
train 82 ====> Acc@1 69.586 Acc@5 97.696
sparsity 82 ====> 49.51% || num_zero/num_total: 423671/855770
valid 82 ====> Acc@1 65.200 Acc@5 97.100
train 83 ====> Acc@1 69.898 Acc@5 97.744
sparsity 83 ====> 49.51% || num_zero/num_total: 423671/855770
valid 83 ====> Acc@1 64.500 Acc@5 97.290
train 84 ====> Acc@1 70.108 Acc@5 97.730
sparsity 84 ====> 49.56% || num_zero/num_total: 424103/855770
valid 84 ====> Acc@1 57.510 Acc@5 95.260
train 85 ====> Acc@1 70.458 Acc@5 97.824
sparsity 85 ====> 49.49% || num_zero/num_total: 423543/855770
valid 85 ====> Acc@1 57.000 Acc@5 95.460
train 86 ====> Acc@1 70.616 Acc@5 97.826
sparsity 86 ====> 49.46% || num_zero/num_total: 423255/855770
valid 86 ====> Acc@1 59.050 Acc@5 96.140
train 87 ====> Acc@1 70.742 Acc@5 97.898
sparsity 87 ====> 49.49% || num_zero/num_total: 423543/855770
valid 87 ====> Acc@1 36.890 Acc@5 73.400
train 88 ====> Acc@1 71.298 Acc@5 97.948
sparsity 88 ====> 49.46% || num_zero/num_total: 423255/855770
valid 88 ====> Acc@1 63.680 Acc@5 96.730
train 89 ====> Acc@1 71.552 Acc@5 97.932
sparsity 89 ====> 49.46% || num_zero/num_total: 423255/855770
valid 89 ====> Acc@1 50.700 Acc@5 94.570
train 90 ====> Acc@1 71.848 Acc@5 98.094
sparsity 90 ====> 49.46% || num_zero/num_total: 423255/855770
valid 90 ====> Acc@1 54.650 Acc@5 93.630
train 91 ====> Acc@1 72.158 Acc@5 98.148
sparsity 91 ====> 49.46% || num_zero/num_total: 423255/855770
valid 91 ====> Acc@1 66.150 Acc@5 96.880
train 92 ====> Acc@1 72.456 Acc@5 98.144
sparsity 92 ====> 49.46% || num_zero/num_total: 423255/855770
valid 92 ====> Acc@1 48.210 Acc@5 89.580
train 93 ====> Acc@1 72.674 Acc@5 98.218
sparsity 93 ====> 49.46% || num_zero/num_total: 423255/855770
valid 93 ====> Acc@1 69.140 Acc@5 97.490
train 94 ====> Acc@1 72.988 Acc@5 98.268
sparsity 94 ====> 49.46% || num_zero/num_total: 423255/855770
valid 94 ====> Acc@1 64.050 Acc@5 96.470
train 95 ====> Acc@1 73.418 Acc@5 98.278
sparsity 95 ====> 49.46% || num_zero/num_total: 423255/855770
valid 95 ====> Acc@1 62.770 Acc@5 95.870
train 96 ====> Acc@1 73.706 Acc@5 98.262
sparsity 96 ====> 49.46% || num_zero/num_total: 423255/855770
valid 96 ====> Acc@1 68.900 Acc@5 97.700
train 97 ====> Acc@1 74.080 Acc@5 98.340
sparsity 97 ====> 49.46% || num_zero/num_total: 423255/855770
valid 97 ====> Acc@1 70.740 Acc@5 97.560
train 98 ====> Acc@1 74.290 Acc@5 98.368
sparsity 98 ====> 49.46% || num_zero/num_total: 423255/855770
valid 98 ====> Acc@1 68.620 Acc@5 97.410
train 99 ====> Acc@1 74.538 Acc@5 98.440
sparsity 99 ====> 49.46% || num_zero/num_total: 423255/855770
valid 99 ====> Acc@1 66.640 Acc@5 97.690
train 100 ====> Acc@1 74.960 Acc@5 98.386
sparsity 100 ====> 49.46% || num_zero/num_total: 423255/855770
valid 100 ====> Acc@1 66.330 Acc@5 95.540
train 101 ====> Acc@1 75.106 Acc@5 98.488
sparsity 101 ====> 49.46% || num_zero/num_total: 423255/855770
valid 101 ====> Acc@1 65.290 Acc@5 97.720
train 102 ====> Acc@1 75.406 Acc@5 98.552
sparsity 102 ====> 49.46% || num_zero/num_total: 423255/855770
valid 102 ====> Acc@1 63.140 Acc@5 96.110
train 103 ====> Acc@1 75.716 Acc@5 98.532
sparsity 103 ====> 49.46% || num_zero/num_total: 423255/855770
valid 103 ====> Acc@1 68.820 Acc@5 97.280
train 104 ====> Acc@1 76.232 Acc@5 98.572
sparsity 104 ====> 49.49% || num_zero/num_total: 423543/855770
valid 104 ====> Acc@1 65.590 Acc@5 96.320
train 105 ====> Acc@1 76.578 Acc@5 98.582
sparsity 105 ====> 49.49% || num_zero/num_total: 423543/855770
valid 105 ====> Acc@1 68.850 Acc@5 97.810
train 106 ====> Acc@1 76.742 Acc@5 98.676
sparsity 106 ====> 49.49% || num_zero/num_total: 423543/855770
valid 106 ====> Acc@1 69.430 Acc@5 97.540
train 107 ====> Acc@1 77.076 Acc@5 98.648
sparsity 107 ====> 49.49% || num_zero/num_total: 423543/855770
valid 107 ====> Acc@1 65.100 Acc@5 96.770
train 108 ====> Acc@1 77.178 Acc@5 98.636
sparsity 108 ====> 49.49% || num_zero/num_total: 423543/855770
valid 108 ====> Acc@1 70.210 Acc@5 97.930
train 109 ====> Acc@1 77.394 Acc@5 98.720
sparsity 109 ====> 49.49% || num_zero/num_total: 423543/855770
valid 109 ====> Acc@1 73.560 Acc@5 98.090
train 110 ====> Acc@1 77.720 Acc@5 98.728
sparsity 110 ====> 49.46% || num_zero/num_total: 423255/855770
valid 110 ====> Acc@1 70.060 Acc@5 96.800
train 111 ====> Acc@1 78.064 Acc@5 98.724
sparsity 111 ====> 49.46% || num_zero/num_total: 423255/855770
valid 111 ====> Acc@1 61.990 Acc@5 92.630
train 112 ====> Acc@1 77.962 Acc@5 98.732
sparsity 112 ====> 49.46% || num_zero/num_total: 423255/855770
valid 112 ====> Acc@1 72.910 Acc@5 98.100
train 113 ====> Acc@1 77.988 Acc@5 98.786
sparsity 113 ====> 49.46% || num_zero/num_total: 423255/855770
valid 113 ====> Acc@1 71.480 Acc@5 98.180
train 114 ====> Acc@1 78.532 Acc@5 98.828
sparsity 114 ====> 49.46% || num_zero/num_total: 423255/855770
valid 114 ====> Acc@1 74.870 Acc@5 98.400
train 115 ====> Acc@1 78.970 Acc@5 98.870
sparsity 115 ====> 49.46% || num_zero/num_total: 423255/855770
valid 115 ====> Acc@1 68.530 Acc@5 97.790
train 116 ====> Acc@1 78.970 Acc@5 98.910
sparsity 116 ====> 49.46% || num_zero/num_total: 423255/855770
valid 116 ====> Acc@1 71.480 Acc@5 98.010
train 117 ====> Acc@1 79.602 Acc@5 98.840
sparsity 117 ====> 49.46% || num_zero/num_total: 423255/855770
valid 117 ====> Acc@1 72.900 Acc@5 97.710
train 118 ====> Acc@1 79.330 Acc@5 98.878
sparsity 118 ====> 49.46% || num_zero/num_total: 423255/855770
valid 118 ====> Acc@1 73.050 Acc@5 97.930
train 119 ====> Acc@1 79.600 Acc@5 98.952
sparsity 119 ====> 49.46% || num_zero/num_total: 423255/855770
valid 119 ====> Acc@1 61.610 Acc@5 95.190
train 120 ====> Acc@1 79.822 Acc@5 98.936
sparsity 120 ====> 49.46% || num_zero/num_total: 423255/855770
valid 120 ====> Acc@1 73.360 Acc@5 97.940
train 121 ====> Acc@1 80.406 Acc@5 98.928
sparsity 121 ====> 49.46% || num_zero/num_total: 423255/855770
valid 121 ====> Acc@1 70.530 Acc@5 96.490
train 122 ====> Acc@1 80.234 Acc@5 98.986
sparsity 122 ====> 49.46% || num_zero/num_total: 423255/855770
valid 122 ====> Acc@1 70.840 Acc@5 97.480
train 123 ====> Acc@1 80.032 Acc@5 98.996
sparsity 123 ====> 49.46% || num_zero/num_total: 423255/855770
valid 123 ====> Acc@1 75.200 Acc@5 98.530
train 124 ====> Acc@1 80.566 Acc@5 99.032
sparsity 124 ====> 49.46% || num_zero/num_total: 423255/855770
valid 124 ====> Acc@1 70.180 Acc@5 97.520
train 125 ====> Acc@1 80.834 Acc@5 98.988
sparsity 125 ====> 49.46% || num_zero/num_total: 423255/855770
valid 125 ====> Acc@1 75.180 Acc@5 98.580
train 126 ====> Acc@1 80.772 Acc@5 99.040
sparsity 126 ====> 49.46% || num_zero/num_total: 423255/855770
valid 126 ====> Acc@1 69.820 Acc@5 96.140
train 127 ====> Acc@1 80.668 Acc@5 99.020
sparsity 127 ====> 49.46% || num_zero/num_total: 423255/855770
valid 127 ====> Acc@1 64.880 Acc@5 96.530
train 128 ====> Acc@1 80.870 Acc@5 99.094
sparsity 128 ====> 49.46% || num_zero/num_total: 423255/855770
valid 128 ====> Acc@1 75.400 Acc@5 98.280
train 129 ====> Acc@1 81.072 Acc@5 99.046
sparsity 129 ====> 49.46% || num_zero/num_total: 423255/855770
valid 129 ====> Acc@1 75.470 Acc@5 98.300
train 130 ====> Acc@1 81.422 Acc@5 99.102
sparsity 130 ====> 49.46% || num_zero/num_total: 423255/855770
valid 130 ====> Acc@1 74.240 Acc@5 98.040
train 131 ====> Acc@1 81.684 Acc@5 99.122
sparsity 131 ====> 49.46% || num_zero/num_total: 423255/855770
valid 131 ====> Acc@1 77.620 Acc@5 98.520
train 132 ====> Acc@1 81.600 Acc@5 99.160
sparsity 132 ====> 49.46% || num_zero/num_total: 423255/855770
valid 132 ====> Acc@1 74.220 Acc@5 97.910
train 133 ====> Acc@1 81.978 Acc@5 99.152
sparsity 133 ====> 49.46% || num_zero/num_total: 423255/855770
valid 133 ====> Acc@1 73.360 Acc@5 97.680
train 134 ====> Acc@1 81.988 Acc@5 99.184
sparsity 134 ====> 49.46% || num_zero/num_total: 423255/855770
valid 134 ====> Acc@1 67.120 Acc@5 97.810
train 135 ====> Acc@1 82.308 Acc@5 99.178
sparsity 135 ====> 49.46% || num_zero/num_total: 423255/855770
valid 135 ====> Acc@1 64.460 Acc@5 96.220
train 136 ====> Acc@1 81.852 Acc@5 99.138
sparsity 136 ====> 49.46% || num_zero/num_total: 423255/855770
valid 136 ====> Acc@1 71.180 Acc@5 97.860
train 137 ====> Acc@1 82.644 Acc@5 99.180
sparsity 137 ====> 49.46% || num_zero/num_total: 423255/855770
valid 137 ====> Acc@1 75.560 Acc@5 98.520
train 138 ====> Acc@1 82.644 Acc@5 99.190
sparsity 138 ====> 49.46% || num_zero/num_total: 423255/855770
valid 138 ====> Acc@1 76.300 Acc@5 98.190
train 139 ====> Acc@1 82.946 Acc@5 99.206
sparsity 139 ====> 49.46% || num_zero/num_total: 423255/855770
valid 139 ====> Acc@1 77.770 Acc@5 98.730
train 140 ====> Acc@1 82.888 Acc@5 99.196
sparsity 140 ====> 49.46% || num_zero/num_total: 423255/855770
valid 140 ====> Acc@1 78.550 Acc@5 98.750
train 141 ====> Acc@1 82.864 Acc@5 99.188
sparsity 141 ====> 49.46% || num_zero/num_total: 423255/855770
valid 141 ====> Acc@1 71.540 Acc@5 97.830
train 142 ====> Acc@1 83.050 Acc@5 99.220
sparsity 142 ====> 49.46% || num_zero/num_total: 423255/855770
valid 142 ====> Acc@1 73.390 Acc@5 98.250
train 143 ====> Acc@1 82.942 Acc@5 99.288
sparsity 143 ====> 49.46% || num_zero/num_total: 423255/855770
valid 143 ====> Acc@1 75.740 Acc@5 98.570
train 144 ====> Acc@1 83.282 Acc@5 99.254
sparsity 144 ====> 49.46% || num_zero/num_total: 423255/855770
valid 144 ====> Acc@1 78.100 Acc@5 98.470
train 145 ====> Acc@1 83.534 Acc@5 99.294
sparsity 145 ====> 49.46% || num_zero/num_total: 423255/855770
valid 145 ====> Acc@1 77.580 Acc@5 98.640
train 146 ====> Acc@1 83.648 Acc@5 99.280
sparsity 146 ====> 49.46% || num_zero/num_total: 423255/855770
valid 146 ====> Acc@1 74.280 Acc@5 98.230
train 147 ====> Acc@1 83.728 Acc@5 99.290
sparsity 147 ====> 49.46% || num_zero/num_total: 423255/855770
valid 147 ====> Acc@1 72.620 Acc@5 98.300
train 148 ====> Acc@1 83.712 Acc@5 99.304
sparsity 148 ====> 49.46% || num_zero/num_total: 423255/855770
valid 148 ====> Acc@1 77.420 Acc@5 98.800
train 149 ====> Acc@1 84.052 Acc@5 99.368
sparsity 149 ====> 49.46% || num_zero/num_total: 423255/855770
valid 149 ====> Acc@1 77.180 Acc@5 98.620
train 150 ====> Acc@1 84.118 Acc@5 99.386
sparsity 150 ====> 49.46% || num_zero/num_total: 423255/855770
valid 150 ====> Acc@1 73.540 Acc@5 97.740
train 151 ====> Acc@1 83.900 Acc@5 99.324
sparsity 151 ====> 49.46% || num_zero/num_total: 423255/855770
valid 151 ====> Acc@1 74.570 Acc@5 98.450
train 152 ====> Acc@1 83.866 Acc@5 99.324
sparsity 152 ====> 49.46% || num_zero/num_total: 423255/855770
valid 152 ====> Acc@1 70.400 Acc@5 97.140
train 153 ====> Acc@1 84.202 Acc@5 99.328
sparsity 153 ====> 49.46% || num_zero/num_total: 423255/855770
valid 153 ====> Acc@1 78.920 Acc@5 98.560
train 154 ====> Acc@1 84.324 Acc@5 99.320
sparsity 154 ====> 49.46% || num_zero/num_total: 423255/855770
valid 154 ====> Acc@1 72.950 Acc@5 97.990
train 155 ====> Acc@1 84.326 Acc@5 99.286
sparsity 155 ====> 49.46% || num_zero/num_total: 423255/855770
valid 155 ====> Acc@1 76.010 Acc@5 98.690
train 156 ====> Acc@1 84.394 Acc@5 99.346
sparsity 156 ====> 49.46% || num_zero/num_total: 423255/855770
valid 156 ====> Acc@1 73.870 Acc@5 98.120
train 157 ====> Acc@1 84.614 Acc@5 99.436
sparsity 157 ====> 49.46% || num_zero/num_total: 423255/855770
valid 157 ====> Acc@1 76.630 Acc@5 98.060
train 158 ====> Acc@1 84.734 Acc@5 99.372
sparsity 158 ====> 49.46% || num_zero/num_total: 423255/855770
valid 158 ====> Acc@1 77.140 Acc@5 98.250
train 159 ====> Acc@1 84.930 Acc@5 99.402
sparsity 159 ====> 49.46% || num_zero/num_total: 423255/855770
